57076.34805,0,0
57104.473538,-62,-60
57126.881651,-211,-218
57149.064768,-416,-434
57171.528598,-659,-686
57194.162656,-928,-968
57216.488513,-1207,-1259
57243.521837,-1561,-1625
57265.808594,-1861,-1935
57287.983329,-2166,-2246
57310.155405,-2472,-2563
57332.676462,-2790,-2885
57354.87253,-3103,-3207
57383.756727,-3518,-3623
57405.944806,-3835,-3944
57428.129327,-4155,-4265
57450.394949,-4474,-4586
57472.842525,-4793,-4911
57495.026079,-5113,-5232
57523.887538,-5527,-5650
57546.146918,-5849,-5972
57568.429131,-6170,-6293
57590.599413,-6486,-6615
57612.856663,-6808,-6937
57635.287146,-7128,-7262
57663.716408,-7541,-7673
57686.174017,-7862,-7996
57708.466382,-8185,-8318
57730.995791,-8508,-8643
57753.176376,-8828,-8964
57775.656294,-9152,-9288
57804.322972,-9564,-9702
57826.861712,-9890,-10027
57849.046593,-10209,-10344
57871.207954,-10528,-10666
57893.536211,-10850,-10988
57915.976598,-11169,-11313
57945.442202,-11595,-11737
57967.622686,-11913,-12055
57989.827718,-12230,-12374
58012.17094,-12552,-12694
58034.347069,-12869,-13013
58056.52609,-13189,-13333
58085.827656,-13607,-13753
58108.038806,-13926,-14072
58130.368176,-14247,-14391
58152.593642,-14563,-14711
58174.775172,-14882,-15028
58196.702643,-15194,-15344
58224.745901,-15596,-15746
58247.465141,-15920,-16071
58269.587223,-16237,-16390
58291.901649,-16559,-16709
58314.037924,-16874,-17026
58336.173412,-17192,-17343
58365.021436,-17604,-17756
58387.144634,-17923,-18073
58409.645684,-18243,-18393
58432.407406,-18571,-18719
58454.568443,-18888,-19035
58483.867192,-19306,-19457
58505.986915,-19621,-19774
58528.193521,-19939,-20090
58550.312946,-20256,-20408
58572.493361,-20573,-20725
58594.830918,-20890,-21043
58624.551738,-21315,-21469
58646.932584,-21634,-21787
58669.147354,-21953,-22104
58691.279251,-22271,-22421
58713.59266,-22589,-22739
58735.70573,-22906,-23054
58765.452746,-23331,-23480
58787.566766,-23649,-23798
58809.678006,-23965,-24113
58832.109057,-24286,-24436
58854.38858,-24607,-24753
58876.537069,-24921,-25070
58905.631386,-25338,-25487
58928.351695,-25660,-25811
58950.613672,-25979,-26130
58972.959509,-26299,-26448
58995.090303,-26615,-26765
59025.466523,-27051,-27200
59047.68474,-27366,-27518
59069.788861,-27682,-27834
59092.513236,-28007,-28158
59114.79831,-28322,-28476
59136.944207,-28641,-28790
59165.866518,-29053,-29202
59187.994159,-29369,-29519
59210.144249,-29684,-29835
59232.440602,-30003,-30154
59254.577914,-30321,-30468
59276.731564,-30637,-30783
59306.242927,-31058,-31203
59327.995169,-31367,-31512
59349.783741,-31678,-31822
59372.095247,-31996,-32140
59394.223991,-32313,-32456
59416.360202,-32632,-32770
59445.761193,-33049,-33189
59468.076978,-33369,-33508
59490.347245,-33687,-33826
59512.803585,-34008,-34146
59719.662424,-36959,-37095
59754.739346,-37461,-37598
59783.309972,-37830,-37915
59805.142697,-37962,-38022
59828.090608,-38015,-38069
59849.971813,-38050,-38081
59871.932843,-38065,-38079
59894.217266,-38067,-38077
59933.086804,-38067,-38077
59969.218194,-38067,-38077
59991.538997,-38067,-38077
60013.677068,-38067,-38077
60035.439182,-38067,-38077
60064.28059,-38067,-38077
60086.546289,-38067,-38077
60108.434472,-38067,-38077
60130.211086,-38067,-38077
60152.2899,-38067,-38077
60174.13985,-38067,-38077
60195.983417,-38067,-38077
60225.776694,-38067,-38077
60248.525402,-38067,-38077
60270.880431,-38067,-38077
60292.744069,-38067,-38077
60314.582542,-38067,-38077
60336.469327,-38067,-38077
60365.672334,-38067,-38077
60387.478163,-38067,-38077
60409.423446,-38067,-38077
60431.297772,-38067,-38077
60453.243244,-38067,-38077
60475.143259,-38067,-38077
60503.560603,-38067,-38077
60525.693016,-38067,-38077
60547.827836,-38067,-38077
60569.755872,-38067,-38077
60591.794605,-38067,-38077
60613.734163,-38067,-38077
60635.563388,-38067,-38077
60664.530132,-38067,-38077
60686.927723,-38067,-38077
60708.762468,-38067,-38077
60730.608388,-38067,-38077
60752.521873,-38067,-38077
60774.35069,-38067,-38077
60796.160935,-38067,-38077
60825.489415,-38067,-38077
60847.756365,-38067,-38077
60870.250468,-38067,-38077
60892.256667,-38067,-38077
60914.073102,-38067,-38077
60935.932251,-38067,-38077
60964.387618,-38067,-38077
60986.164194,-38067,-38077
61008.116898,-38067,-38077
61030.156648,-38067,-38077
61052.05107,-38067,-38077
61074.012896,-38067,-38077
61095.825692,-38067,-38077
61131.693636,-38067,-38077
61153.656568,-38067,-38077
61175.45747,-38067,-38077
61205.066149,-38067,-38077
61226.815486,-38067,-38077
61248.584299,-38067,-38077
61270.828888,-38067,-38077
61292.721571,-38067,-38077
61314.545834,-38067,-38077
61336.447554,-38067,-38077
61364.41668,-38067,-38077
61386.631816,-38067,-38077
61408.420578,-38067,-38077
61430.741243,-38067,-38077
61452.777157,-38067,-38077
61474.583759,-38067,-38077
61496.403153,-38067,-38077
61525.426468,-38067,-38077
61547.227084,-38067,-38077
61568.994603,-38067,-38077
61590.927141,-38067,-38077
61613.748407,-38067,-38077
61635.685872,-38067,-38077
61664.561684,-38067,-38077
61686.325876,-38067,-38077
61708.100581,-38067,-38077
61729.986662,-38067,-38077
61751.857267,-38067,-38077
61774.465851,-38067,-38077
61796.506018,-38067,-38077
61826.093733,-38067,-38077
61847.755728,-38067,-38077
61869.467219,-38067,-38077
61891.566083,-38067,-38077
61913.317326,-38067,-38077
61935.301459,-38067,-38077
61964.409081,-38067,-38077
61986.19685,-38067,-38077
62007.946913,-38067,-38077
62029.814811,-38067,-38077
62051.564309,-38067,-38077
62073.360117,-38067,-38077
62095.596151,-38067,-38077
62124.449079,-38067,-38077
62146.143317,-38067,-38077
62167.846406,-38067,-38077
62189.588589,-38067,-38077
62211.90542,-38067,-38077
62233.838349,-38067,-38077
62256.075469,-38067,-38077
62277.91333,-38067,-38077
62305.170805,-38067,-38077
62326.868298,-38067,-38077
62348.672355,-38067,-38077
62370.446187,-38067,-38077
62392.244684,-38067,-38077
62414.037167,-38067,-38077
62443.162891,-38067,-38077
62464.882569,-38067,-38077
62486.652751,-38067,-38077
62508.481923,-38067,-38077
62530.235373,-38067,-38077
62552.838626,-38067,-38077
62574.656508,-38067,-38077
62603.953783,-38067,-38077
62625.844764,-38067,-38077
62647.573166,-38067,-38077
62669.362377,-38067,-38077
62691.151369,-38067,-38077
62713.020465,-38067,-38077
62734.877547,-38067,-38077
62763.452472,-38067,-38077
62785.162362,-38067,-38077
62806.977353,-38067,-38077
62828.77188,-38067,-38077
62851.084009,-38067,-38077
62873.25813,-38067,-38077
62895.358332,-38067,-38077
62923.432176,-38067,-38077
62945.535169,-38067,-38077
62967.619113,-38067,-38077
62989.713775,-38067,-38077
63011.888606,-38067,-38077
63034.011626,-38067,-38077
63056.132043,-38067,-38077
63084.70032,-38067,-38077
63106.804461,-38067,-38077
63128.938771,-38067,-38077
63151.034549,-38067,-38077
63173.192268,-38067,-38077
63195.360013,-38067,-38077
63224.68082,-38067,-38077
63246.77925,-38067,-38077
63268.889657,-38067,-38077
63290.997831,-38067,-38077
63313.099685,-38067,-38077
63335.21986,-38067,-38077
63364.078674,-38067,-38077
63386.313165,-38067,-38077
63408.826959,-38067,-38077
63430.922056,-38067,-38077
63453.149091,-38067,-38077
63475.254916,-38067,-38077
63504.105655,-38067,-38077
63526.234852,-38067,-38077
63548.347929,-38067,-38077
63570.437708,-38067,-38077
63592.605399,-38067,-38077
63615.120748,-38067,-38077
63643.779321,-38067,-38077
63665.881059,-38067,-38077
63687.978446,-38067,-38077
63710.066204,-38067,-38077
63732.230761,-38067,-38077
63754.334549,-38067,-38077
63776.433255,-38067,-38077
63806.223442,-38067,-38077
63828.225962,-38067,-38077
63850.334738,-38067,-38077
63872.504726,-38067,-38077
63894.612873,-38067,-38077
63923.342951,-38067,-38077
63945.893333,-38067,-38077
63968.004996,-38067,-38077
63990.102627,-38067,-38077
64012.266842,-38067,-38077
64034.393053,-38067,-38077
64063.358892,-38067,-38077
64085.467602,-38067,-38077
64107.572383,-38067,-38077
64129.703332,-38067,-38077
64152.279635,-38067,-38077
64174.412213,-38067,-38077
64203.146308,-38067,-38077
64225.256002,-38067,-38077
64247.379448,-38067,-38077
64269.481622,-38067,-38077
64291.629857,-38067,-38077
64313.732321,-38067,-38077
64335.953502,-38067,-38077
64364.495084,-38067,-38077
64386.592272,-38067,-38077
64408.688673,-38067,-38077
64430.796567,-38067,-38077
64453.056667,-38067,-38077
64475.164822,-38067,-38077
64504.460079,-38067,-38077
64526.572165,-38067,-38077
64548.664298,-38067,-38077
64570.766585,-38067,-38077
64592.928134,-38067,-38077
64615.145125,-38067,-38077
64644.227317,-38067,-38077
64666.459997,-38067,-38077
64690.004773,-38067,-38077
64712.654525,-38067,-38077
64735.233609,-38067,-38077
64765.728798,-38067,-38077
64788.184236,-38067,-38077
64810.645108,-38067,-38077
64833.922614,-38067,-38077
64856.55463,-38067,-38077
64884.031159,-38067,-38077
64905.874071,-38067,-38077
64927.716375,-38067,-38077
64949.372457,-38067,-38077
64971.174028,-38067,-38077
64993.009439,-38067,-38077
65014.697852,-38067,-38077
65036.399963,-38067,-38077
65065.027875,-38067,-38077
65086.717181,-38067,-38077
65108.387478,-38067,-38077
65130.532249,-38067,-38077
65152.273772,-38067,-38077
65174.185124,-38067,-38077
65195.938066,-38067,-38077
65218.152924,-38067,-38077
65244.992961,-38067,-38077
65266.868287,-38067,-38077
65288.577419,-38067,-38077
65310.343031,-38067,-38077
65332.17327,-38067,-38077
65353.927376,-38067,-38077
65382.720374,-38067,-38077
65404.429647,-38067,-38077
65426.144946,-38067,-38077
65447.860252,-38067,-38077
65469.675622,-38067,-38077
65491.996616,-38067,-38077
65513.757674,-38067,-38077
65535.832663,-38067,-38077
65564.339745,-38067,-38077
65586.396139,-38067,-38077
65608.443316,-38067,-38077
65630.83331,-38067,-38077
65652.954014,-38067,-38077
65675.009856,-38067,-38077
65704.294465,-38067,-38077
65727.323105,-38067,-38077
65749.909384,-38067,-38077
65772.16304,-38067,-38077
65794.25534,-38067,-38077
65816.480642,-38067,-38077
65845.202946,-38067,-38077
65867.372014,-38067,-38077
65889.446591,-38067,-38077
65911.567646,-38067,-38077
65933.622798,-38067,-38077
65955.678678,-38067,-38077
65984.366903,-38067,-38077
66006.413161,-38067,-38077
66028.466407,-38067,-38077
66050.751057,-38067,-38077
66073.195375,-38067,-38077
66095.25385,-38067,-38077
66123.745196,-38067,-38077
66145.826455,-38067,-38077
66167.950901,-38067,-38077
66190.161309,-38067,-38077
66212.31362,-38067,-38077
66234.401474,-38067,-38077
66256.59917,-38067,-38077
66285.190894,-38067,-38077
66307.250996,-38067,-38077
66329.32884,-38067,-38077
66351.441803,-38067,-38077
66373.511931,-38067,-38077
66395.562438,-38067,-38077
66424.929148,-38067,-38077
66446.987982,-38067,-38077
66469.043665,-38067,-38077
66491.102183,-38067,-38077
66513.228444,-38067,-38077
66535.289296,-38067,-38077
66563.57152,-38067,-38077
66585.616538,-38067,-38077
66607.657651,-38067,-38077
66630.035738,-38067,-38077
66652.180006,-38067,-38077
66674.254042,-38067,-38077
66702.964205,-38067,-38077
66724.706284,-38067,-38077
66746.561004,-38067,-38077
66768.239125,-38067,-38077
66789.98684,-38067,-38077
66811.797438,-38067,-38077
66833.631528,-38067,-38077
66855.493099,-38067,-38077
66883.826362,-38067,-38077
66905.596713,-38067,-38077
66927.303022,-38067,-38077
66949.020109,-38067,-38077
66970.652384,-38067,-38077
66992.527472,-38067,-38077
67014.294407,-38067,-38077
67036.039865,-38067,-38077
67064.092975,-38067,-38077
67085.945387,-38067,-38077
67107.656358,-38067,-38077
67129.391289,-38067,-38077
67151.179134,-38067,-38077
67173.000681,-38067,-38077
67194.736424,-38067,-38077
67222.978003,-38067,-38077
67244.618593,-38067,-38077
67266.515519,-38067,-38077
67288.142279,-38067,-38077
67309.920914,-38067,-38077
67332.297923,-38067,-38077
67354.060699,-38067,-38077
67375.771877,-38067,-38077
67404.758812,-38067,-38077
67426.591049,-38067,-38077
67448.40202,-38067,-38077
67470.176795,-38067,-38077
67491.958586,-38067,-38077
67513.710607,-38067,-38077
67535.442068,-38067,-38077
67564.509139,-38067,-38077
67586.225022,-38067,-38077
67608.130015,-38067,-38077
67629.844798,-38067,-38077
67651.644126,-38067,-38077
67673.382433,-38067,-38077
67695.147091,-38067,-38077
67724.192469,-38067,-38077
67746.339111,-38062,-38054
67768.526455,-37937,-37902
67790.753257,-37736,-37690
67812.86708,-37494,-37444
67834.931513,-37224,-37177
67856.989077,-36937,-36897
67885.071889,-36556,-36527
67907.129728,-36251,-36229
67929.206785,-35939,-35926
67951.550202,-35623,-35615
67973.628113,-35304,-35307
67995.68376,-34984,-34998
68025.45327,-34552,-34580
68047.505805,-34228,-34270
68120.091438,-33171,-33247
68142.284729,-32846,-32937
68164.276821,-32521,-32626
68186.684107,-32195,-32312
68208.327222,-31877,-32007
68230.026103,-31564,-31703
68251.707262,-31246,-31398
68273.349669,-30930,-31094
68295.032073,-30613,-30791
68324.630037,-30178,-30374
68346.226655,-29864,-30072
68367.937767,-29547,-29767
68389.574288,-29233,-29466
68411.253109,-28916,-29161
68433.044483,-28597,-28858
68455.072356,-28277,-28551
68483.787218,-27856,-28149
68505.792581,-27539,-27842
68527.816791,-27217,-27533
68549.826734,-26897,-27225
68571.899205,-26575,-26916
68593.904694,-26254,-26611
68615.917318,-25934,-26303
68645.07513,-25509,-25897
68667.095589,-25190,-25592
68689.105725,-24871,-25284
68711.121101,-24547,-24979
68733.209524,-24228,-24670
68755.748222,-23898,-24359
68784.268057,-23484,-23962
68806.138513,-23166,-23658
68827.850794,-22850,-23356
68849.486769,-22534,-23054
68871.351842,-22213,-22750
68893.441411,-21893,-22443
68915.45318,-21572,-22137
68945.246815,-21141,-21723
68967.514811,-20818,-21414
68989.630465,-20492,-21106
69011.709373,-20172,-20799
69033.726674,-19850,-20495
69055.764936,-19529,-20187
69085.179363,-19103,-19779
69107.515431,-18777,-19468
69129.895315,-18450,-19157
69151.982548,-18126,-18850
69174.020523,-17809,-18544
69196.202122,-17484,-18236
69225.850588,-17055,-17824
69248.418602,-16730,-17514
69271.131789,-16395,-17198
69293.211532,-16077,-16894
69315.314855,-15753,-16587
69344.942591,-15323,-16178
69367.053006,-15005,-15874
69389.611693,-14677,-15562
69411.665321,-14356,-15258
69433.771953,-14034,-14951
69455.9168,-13713,-14646
69483.517439,-13312,-14264
69505.384446,-12996,-13962
69527.373391,-12680,-13658
69549.167038,-12360,-13359
69571.13039,-12042,-13056
69592.918042,-11723,-12754
69614.74175,-11408,-12453
69643.60454,-10991,-12055
69665.423103,-10673,-11755
69687.304065,-10356,-11453
69708.92497,-10038,-11155
69730.778902,-9721,-10851
69752.891299,-9399,-10548
69774.780117,-9082,-10247
69803.155919,-8672,-9855
69824.957699,-8354,-9555
69846.827445,-8038,-9253
69869.007112,-7712,-8945
69890.979163,-7394,-8641
69913.128295,-7075,-8337
69935.044581,-6756,-8033
69963.226664,-6347,-7646
69984.965906,-6032,-7347
70007.083968,-5712,-7042
70029.095043,-5393,-6739
70051.094977,-5076,-6436
70073.491967,-4754,-6129
70102.921919,-4324,-5722
70125.030009,-4006,-5421
70147.01788,-3687,-5119
70169.081668,-3367,-4815
70191.172439,-3047,-4509
70212.994124,-2731,-4209
70234.924909,-2416,-3907
70264.29739,-1986,-3502
70285.979962,-1673,-3206
70307.597749,-1360,-2906
70329.261691,-1045,-2609
70351.014529,-732,-2309
70372.677839,-419,-2011
70394.368723,-105,-1711
70416.320048,213,-1411
70445.024487,629,-1017
70467.222841,949,-711
70489.691369,1274,-402
70512.23747,1598,-92
70534.637804,1923,213
70563.192946,2337,605
70585.550783,2661,911
70607.932938,2985,1220
70630.402513,3307,1528
70652.985802,3635,1837
70675.382571,3960,2145
70704.346719,4379,2541
70726.360479,4698,2843
70748.378206,5017,3145
70770.364715,5318,3434
70792.407528,5475,3601
70814.497713,5530,3679
70836.486952,5569,3708
70866.398657,5584,3711
70888.40192,5585,3708
70910.380677,5585,3708
70932.442579,5585,3708
70954.591448,5585,3708
70984.823584,5585,3708
71006.842749,5585,3708
71028.834727,5585,3708
71050.833305,5585,3708
71072.531126,5585,3708
71094.211119,5585,3708
71123.171544,5585,3708
71145.271805,5585,3708
71167.262928,5585,3708
71189.845514,5585,3708
71212.011702,5585,3708
